id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1469456915407249412,1469456915407249412,2021-12-10 19:00:04 Eastern Standard Time,2021-12-10,19:00:04,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,Getting a #fluvaccine this fall can reduce your risk of getting #flu and help save medical resources for the care of people with #COVID19. It’s important for everyone to do their part to stay healthy this flu season.  https://t.co/yEFBDd8XCo,en,[],[],['https://pbs.twimg.com/media/FGSPRryXIBQ8vnU.jpg'],0,0,1,"['fluvaccine', 'flu', 'covid19']",[],https://twitter.com/HealthWhitley/status/1469456915407249412,False,,1,https://pbs.twimg.com/media/FGSPRryXIBQ8vnU.jpg,,,,,,,[],,,,
1469441875404898311,1469441875404898311,2021-12-10 18:00:18 Eastern Standard Time,2021-12-10,18:00:18,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"The holiday season can be joyful, but it can also be stressful—and that might be compounded by COVID-19. You are not alone. Here are some tips for positive coping strategies and ways to stay healthy this season. Learn more:  https://t.co/fYc8DVNomH  https://t.co/j0MSeUo9TY",en,[],['https://ed.gr/dslyq'],['https://pbs.twimg.com/media/FGSBmCeXoAUyQEL.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469441875404898311,False,,1,https://pbs.twimg.com/media/FGSBmCeXoAUyQEL.jpg,,,,,,,[],,,,
1469363038516092928,1469363038516092928,2021-12-10 12:47:02 Eastern Standard Time,2021-12-10,12:47:02,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,Wash your hands and help spread the word! Get free health promotion materials.  https://t.co/6RkDo0Pvxs  https://t.co/HFZTEJewEX,en,[],['https://ed.gr/dr1av'],['https://pbs.twimg.com/media/FGQ55QvXIAUZ-e0.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469363038516092928,False,,1,https://pbs.twimg.com/media/FGQ55QvXIAUZ-e0.jpg,,,,,,,[],,,,
1469360017673445382,1469360017673445382,2021-12-10 12:35:02 Eastern Standard Time,2021-12-10,12:35:02,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"COVID Daily Update: As of noon, 6 new cases reported today.  140 cases are active. 41.4% of Whitley County is fully vaccinated.  Get vaccinated or boosted:  https://t.co/KcB1XlQO2P or 1-800-232-0233.  https://t.co/G41ppmkVcm",en,[],['http://ed.gr/dsmae'],['https://pbs.twimg.com/media/FGQ3JdsXMAYf2vP.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469360017673445382,False,,1,https://pbs.twimg.com/media/FGQ3JdsXMAYf2vP.jpg,,,,,,,[],,,,
1469349967265517577,1469349967265517577,2021-12-10 11:55:06 Eastern Standard Time,2021-12-10,11:55:06,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"Save a Life: It can be difficult to tell if a person has overdosed on opioids. When in doubt, treat the situation like an overdose. Act fast and you could save the person’s life. Learn how:  https://t.co/GWMjzaqkFr  https://t.co/6ACwAjLP90",en,[],['https://ed.gr/dg9hk'],['https://pbs.twimg.com/media/FGQuAYnWQBI9dWm.png'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469349967265517577,False,,1,https://pbs.twimg.com/media/FGQuAYnWQBI9dWm.png,,,,,,,[],,,,
1469309184944525317,1469309184944525317,2021-12-10 09:13:02 Eastern Standard Time,2021-12-10,09:13:02,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"When caught in a winter storm, there are life-saving actions you can take to protect yourself outside, in a vehicle and inside your home or office:  https://t.co/qvYKaaVbzr  https://t.co/GUzB1P9Ao0",en,[],['https://ed.gr/dsb22'],['https://pbs.twimg.com/media/FGQI6f7XMAAae80.png'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469309184944525317,False,,1,https://pbs.twimg.com/media/FGQI6f7XMAAae80.png,,,,,,,[],,,,
1469290824265515014,1469290824265515014,2021-12-10 08:00:05 Eastern Standard Time,2021-12-10,08:00:05,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"All offices of the Whitley County Health Department will close at noon today, Friday, December 10th for a staff meeting.  https://t.co/VFjCltKrjU",en,[],[],['https://pbs.twimg.com/media/FGP4NyjX0AkQeyh.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469290824265515014,False,,1,https://pbs.twimg.com/media/FGP4NyjX0AkQeyh.jpg,,,,,,,[],,,,
1469079444623134724,1469079444623134724,2021-12-09 18:00:08 Eastern Standard Time,2021-12-09,18:00:08,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"What does a healthy #holiday season look like? Getting #vaccinated, following local and state guidelines, and enjoying outdoor activities are some great ways to get started. Find a full set of #COVID19 safety tips for this time of year here:  https://t.co/qnyV52Zvi1  https://t.co/BqRsp6657k",en,[],['http://ed.gr/dq4ln'],['https://pbs.twimg.com/media/FGM394mXoAQhCoD.jpg'],0,0,0,"['holiday', 'vaccinated', 'covid19']",[],https://twitter.com/HealthWhitley/status/1469079444623134724,False,,1,https://pbs.twimg.com/media/FGM394mXoAQhCoD.jpg,,,,,,,[],,,,
1469039158391971846,1469039158391971846,2021-12-09 15:20:03 Eastern Standard Time,2021-12-09,15:20:03,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,COVID Update: 21 new cases reported today. 192 cases are active. 41.4% of Whitley County is fully vaccinated.  Get vaccinated or boosted:  https://t.co/tCfU2lzWhf or 1-800-232-0233.  https://t.co/nOBf9D6Ypa,en,[],['http://ed.gr/dsktr'],['https://pbs.twimg.com/media/FGMTU7gXwAIg6Im.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469039158391971846,False,,1,https://pbs.twimg.com/media/FGMTU7gXwAIg6Im.jpg,,,,,,,[],,,,
1469019028714934272,1469019028714934272,2021-12-09 14:00:04 Eastern Standard Time,2021-12-09,14:00:04,-0500,1401940036724068360,healthwhitley,Whitley County Health Department,,"Walk-in COVID-19 vaccine clinic tonight! Thursday, December 9th from 4 pm to 6 pm at our Williamsburg clinic. Free for anyone at least 5 years old. Parent required if under 18. Pfizer (kid and adult) and Moderna. No appointment needed.  https://t.co/YkxA41Oe78",en,[],[],['https://pbs.twimg.com/media/FGMBBOQXEAYtGEe.jpg'],0,0,0,[],[],https://twitter.com/HealthWhitley/status/1469019028714934272,False,,1,https://pbs.twimg.com/media/FGMBBOQXEAYtGEe.jpg,,,,,,,[],,,,
