id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1463628675451179009,1463628675451179009,2021-11-24 17:00:43 Eastern Standard Time,2021-11-24,17:00:43,-0500,488793283,shelbytnhealth,Shelby County Health,,"In observance of the Thanksgiving holiday, the Shelby County Health Department will not provide the COVID-19 update Thursday, November 25 through Sunday, November 28. We will resume the update Monday, November 29.  https://t.co/1TekwNT2eH",en,[],[],['https://pbs.twimg.com/media/FE_ahiyWQAM3vAc.png'],0,0,1,[],[],https://twitter.com/ShelbyTNHealth/status/1463628675451179009,False,,1,https://pbs.twimg.com/media/FE_ahiyWQAM3vAc.png,,,,,,,[],,,,
1463537962361278465,1463537962361278465,2021-11-24 11:00:16 Eastern Standard Time,2021-11-24,11:00:16,-0500,488793283,shelbytnhealth,Shelby County Health,,"Here is the @ShelbyTNHealth #COVID19 update for Wednesday, November 24, 2021.   For more information, please visit  https://t.co/SdCYWhYfGJ for access to the COVID-19 Data page.  https://t.co/4IiytOtWf2",en,"[{'screen_name': 'shelbytnhealth', 'name': 'shelby county health', 'id': '488793283'}]",['https://shelby.community/'],['https://pbs.twimg.com/media/FE-IBUYXsAYcodR.jpg'],0,2,3,['covid19'],[],https://twitter.com/ShelbyTNHealth/status/1463537962361278465,False,,1,https://pbs.twimg.com/media/FE-IBUYXsAYcodR.jpg,,,,,,,[],,,,
1463521551907753985,1463521551907753985,2021-11-24 09:55:03 Eastern Standard Time,2021-11-24,09:55:03,-0500,488793283,shelbytnhealth,Shelby County Health,,"Children ages 5 to 11 are now eligible to receive pediatric Pfizer COVID-19 vaccine. SCHD's Immunization Clinic at 814 Jefferson has extended hours Monday-Wednesday, 8:00am to 7:30pm. Bring child's birth certificate or shot records. Find other sites:  https://t.co/GJW0Drmuk8.  https://t.co/TFr0DXudbG",en,[],['http://vaccines.gov'],['https://pbs.twimg.com/media/FE95GD2XwAIH0bO.jpg'],0,1,1,[],[],https://twitter.com/ShelbyTNHealth/status/1463521551907753985,False,,1,https://pbs.twimg.com/media/FE95GD2XwAIH0bO.jpg,,,,,,,[],,,,
1463508250234609670,1463508250234609670,2021-11-24 09:02:12 Eastern Standard Time,2021-11-24,09:02:12,-0500,488793283,shelbytnhealth,Shelby County Health,,"Preterm birth and its complications are the second largest contributor to infant death in the U.S., and preterm birth rates have been increasing for five years.  #ShelbyTNHealth #HealthyBabies #marchofdimes #PrematurityAwarenessMonth #WorldPrematurityDay  https://t.co/Drg5AtLLqE",en,[],[],['https://pbs.twimg.com/media/FE9s_4LXEAYqG9L.jpg'],0,2,0,"['shelbytnhealth', 'healthybabies', 'marchofdimes', 'prematurityawarenessmonth', 'worldprematurityday']",[],https://twitter.com/ShelbyTNHealth/status/1463508250234609670,False,,1,https://pbs.twimg.com/media/FE9s_4LXEAYqG9L.jpg,,,,,,,[],,,,
1463175561107447814,1463175561107447814,2021-11-23 11:00:12 Eastern Standard Time,2021-11-23,11:00:12,-0500,488793283,shelbytnhealth,Shelby County Health,,"Here is the @ShelbyTNHealth #COVID19 update for Tuesday, November 23, 2021.   For more information, please visit  https://t.co/SdCYWhYfGJ for access to the COVID-19 Data page.  https://t.co/rBbGssNyfr",en,"[{'screen_name': 'shelbytnhealth', 'name': 'shelby county health', 'id': '488793283'}]",['https://shelby.community/'],['https://pbs.twimg.com/media/FE4-azYWUAUFXRP.jpg'],0,1,0,['covid19'],[],https://twitter.com/ShelbyTNHealth/status/1463175561107447814,False,,1,https://pbs.twimg.com/media/FE4-azYWUAUFXRP.jpg,,,,,,,[],,,,
1463160719923372067,1463160719923372067,2021-11-23 10:01:14 Eastern Standard Time,2021-11-23,10:01:14,-0500,488793283,shelbytnhealth,Shelby County Health,,"Children ages 5 to 11 are now eligible to receive pediatric Pfizer COVID-19 vaccine. SCHD's Immunization Clinic at 814 Jefferson has extended hours Monday-Wednesday, 8:00am to 7:30pm. Bring child's birth certificate or shot records. Find other sites:  https://t.co/GJW0Drmuk8.  https://t.co/RvnMNkmlcs",en,[],['http://vaccines.gov'],['https://pbs.twimg.com/media/FE4w65nXsA8dwZM.jpg'],1,0,2,[],[],https://twitter.com/ShelbyTNHealth/status/1463160719923372067,False,,1,https://pbs.twimg.com/media/FE4w65nXsA8dwZM.jpg,,,,,,,[],,,,
1462813167034286089,1462813167034286089,2021-11-22 11:00:11 Eastern Standard Time,2021-11-22,11:00:11,-0500,488793283,shelbytnhealth,Shelby County Health,,"Here is the @ShelbyTNHealth #COVID19 update for Monday, November 22, 2021.   Note: Vaccination data has not been updated by the state.  For more information, please visit  https://t.co/SdCYWhYfGJ for access to the COVID-19 Data page.  https://t.co/2AqnHaPN1g",en,"[{'screen_name': 'shelbytnhealth', 'name': 'shelby county health', 'id': '488793283'}]",['https://shelby.community/'],['https://pbs.twimg.com/media/FEz00t9WYAERAtP.jpg'],1,11,10,['covid19'],[],https://twitter.com/ShelbyTNHealth/status/1462813167034286089,False,,1,https://pbs.twimg.com/media/FEz00t9WYAERAtP.jpg,,,,,,,[],,,,
1462783151651135491,1462783151651135491,2021-11-22 09:00:55 Eastern Standard Time,2021-11-22,09:00:55,-0500,488793283,shelbytnhealth,Shelby County Health,,"Children ages 5 to 11 are now eligible to receive pediatric Pfizer COVID-19 vaccine. Shelby County Health Department's Immunization Clinic at 814 Jefferson is offering it during special extended hours Monday-Wednesday, 8:00am to 7:30pm. Find other sites:  https://t.co/GJW0Drmuk8.  https://t.co/rmQehIHIIV",en,[],['http://vaccines.gov'],['https://pbs.twimg.com/media/FEzZhjtXEAAh0Oq.jpg'],0,5,4,[],[],https://twitter.com/ShelbyTNHealth/status/1462783151651135491,False,,1,https://pbs.twimg.com/media/FEzZhjtXEAAh0Oq.jpg,,,,,,,[],,,,
1462526296647479307,1462526296647479307,2021-11-21 16:00:16 Eastern Standard Time,2021-11-21,16:00:16,-0500,488793283,shelbytnhealth,Shelby County Health,,"Children ages 5 to 11 are now eligible to receive pediatric Pfizer COVID-19 vaccine. Shelby County Health Department's Immunization Clinic at 814 Jefferson is offering it during special extended hours Monday-Wednesday, 8:00am to 7:30pm. Find other sites:  https://t.co/GJW0Drmuk8.  https://t.co/FtGxwb28R2",en,[],['http://vaccines.gov'],['https://pbs.twimg.com/media/FEvv6oSXsBMQ6V7.jpg'],1,0,5,[],[],https://twitter.com/ShelbyTNHealth/status/1462526296647479307,False,,1,https://pbs.twimg.com/media/FEvv6oSXsBMQ6V7.jpg,,,,,,,[],,,,
1462524275475333130,1462524275475333130,2021-11-21 15:52:14 Eastern Standard Time,2021-11-21,15:52:14,-0500,488793283,shelbytnhealth,Shelby County Health,,"Thanks for the shout-out, Amy! We're vaccinating at New Direction Christian Church, 6120 Winchester, today until 6pm. #GetVaccinated",en,[],[],[],0,3,10,['getvaccinated'],[],https://twitter.com/ShelbyTNHealth/status/1462524275475333130,False,https://twitter.com/AmySperopTV/status/1462522221092605961,0,,,,,,,,[],,,,
